id,tissue,red,yellow,green,blue,black,magenta,teal,white
1,0.314485549926758,0,0,0.684717178344727,0,0,0,0,0
2,0.0481948852539063,0,0,0.951805114746094,0,0,0,0,0
3,0.624276161193848,0,0,0.370918273925781,0,0,0,0,0
4,0.504815101623535,0,0,0.494599342346191,0,0,0,0,0
5,0.577192306518555,0,0,0.422547340393066,0,0,0,0,0
6,0.962908744812012,0,0,0,0,0,0,0,0
7,0.971945762634277,0,0,0.0175752639770508,0,0,0,0,0
8,0.805682182312012,0,0,0.188777923583984,0,0,0,0,0
9,0.0414209365844727,0,0,0.956423759460449,0,0,0,0,0
10,0.617547988891602,0,0,0.382128715515137,0,0,0,0,0
11,0.874067306518555,0,0,0.12578010559082,0,0,0,0,0
12,0.848714828491211,0,0,0.151285171508789,0,0,0,0,0
13,0.802394866943359,0,0,0.197452545166016,0,0,0,0,0
14,0.319069862365723,0,0,0.680930137634277,0,0,0,0,0
15,0.835192680358887,0,0,0.164807319641113,0,0,0,0,0
16,1,0,0,0,0,0,0,0,0
17,1,0,0,0,0,0,0,0,0
18,1,0,0,0,0,0,0,0,0
19,0.999958992004395,0,0,0,0,0,0,0,0
20,0.949863433837891,0,0,0.0494384765625,0,0,0,0,0
21,0.925660133361816,0,0,0.0741367340087891,0,0,0,0,0
22,0.657925605773926,0,0,0.340916633605957,0,0,0,0,0
23,0.279619216918945,0,0,0.720355033874512,0,0,0,0,0
24,0.870696067810059,0,0,0.129301071166992,0,0,0,0,0
25,0.924928665161133,0,0,0.0750284194946289,0,0,0,0,0
26,0.999994277954102,0,0,0,0,0,0,0,0
27,0.736185073852539,0,0,0.263278007507324,0,0,0,0,0
28,0.0955753326416016,0,0,0.903498649597168,0,0,0,0,0
29,0.301143646240234,0,0,0.698856353759766,0,0,0,0,0
30,0.98487663269043,0,0,0.0150966644287109,0,0,0,0,0
31,1,0,0,0,0,0,0,0,0
32,0.999880790710449,0,0,0,0,0,0,0,0
33,0.999736785888672,0,0,0,0,0,0,0,0
34,0.818034172058105,0,0,0.181965827941895,0,0,0,0,0
35,0.965852737426758,0,0,0,0,0,0,0,0
36,0.842391014099121,0,0,0.157608032226563,0,0,0,0,0
37,0.999565124511719,0,0,0,0,0,0,0,0
38,0.529317855834961,0,0,0.470473289489746,0,0,0,0,0
39,0.410608291625977,0,0,0.589391708374023,0,0,0,0,0
40,0.709092140197754,0,0,0.290907859802246,0,0,0,0,0
41,0.853832244873047,0,0,0.146167755126953,0,0,0,0,0
42,0.948373794555664,0,0,0.0515193939208984,0,0,0,0,0
43,0.305103302001953,0,0,0.694634437561035,0,0,0,0,0
44,0,0,0,1,0,0,0,0,0
45,0.323760032653809,0,0,0.676239967346191,0,0,0,0,0
46,0.860238075256348,0,0,0.139761924743652,0,0,0,0,0
47,1,0,0,0,0,0,0,0,0
48,0.999982833862305,0,0,0,0,0,0,0,0
49,0.994015693664551,0,0,0.00565814971923828,0,0,0,0,0
50,0.999852180480957,0,0,0,0,0,0,0,0
51,0.999619483947754,0,0,0,0,0,0,0,0
52,0.999757766723633,0,0,0,0,0,0,0,0
53,0.871068954467773,0,0,0.128931045532227,0,0,0,0,0
54,0.295564651489258,0,0,0.704435348510742,0,0,0,0,0
55,0.253780364990234,0,0,0.746219635009766,0,0,0,0,0
56,0.0621871948242188,0,0,0.937812805175781,0,0,0,0,0
57,0.102819442749023,0,0,0.897167205810547,0,0,0,0,0
58,0.193943977355957,0,0,0.806045532226563,0,0,0,0,0
59,0.170884132385254,0,0,0.829110145568848,0,0,0,0,0
60,0.455187797546387,0,0,0.544808387756348,0,0,0,0,0
61,0.773839950561523,0,0,0.226160049438477,0,0,0,0,0
62,0.999946594238281,0,0,0,0,0,0,0,0
63,0.999997138977051,0,0,0,0,0,0,0,0
64,1,0,0,0,0,0,0,0,0
65,0.942285537719727,0,0,0.056675910949707,0,0,0,0,0
66,0.861783027648926,0,0,0.138216972351074,0,0,0,0,0
67,0.999875068664551,0,0,0,0,0,0,0,0
68,0.96619987487793,0,0,0.0337743759155273,0,0,0,0,0
69,0.99796199798584,0,0,0.00203800201416016,0,0,0,0,0
70,1,0,0,0,0,0,0,0,0
71,0.999878883361816,0,0,0,0,0,0,0,0
72,0.941507339477539,0,0,0.0584840774536133,0,0,0,0,0
73,0.93388843536377,0,0,0.0660848617553711,0,0,0,0,0
74,0.999996185302734,0,0,0,0,0,0,0,0
75,0.99998950958252,0,0,0,0,0,0,0,0
76,1,0,0,0,0,0,0,0,0
77,0.999988555908203,0,0,0,0,0,0,0,0
78,1,0,0,0,0,0,0,0,0
79,0.999885559082031,0,0,0,0,0,0,0,0
80,0.999993324279785,0,0,0,0,0,0,0,0
81,0.989715576171875,0,0,0.00971603393554688,0,0,0,0,0
82,0.995907783508301,0,0,0,0,0,0,0,0
83,1,0,0,0,0,0,0,0,0
84,0.99977970123291,0,0,0,0,0,0,0,0
85,0.281573295593262,0,0,0.718391418457031,0,0,0,0,0
86,0.838361740112305,0,0,0.161638259887695,0,0,0,0,0
87,0.999944686889648,0,0,0,0,0,0,0,0
88,1,0,0,0,0,0,0,0,0
89,0.999990463256836,0,0,0,0,0,0,0,0
90,0.964351654052734,0,0,0.0356454849243164,0,0,0,0,0
91,0.779060363769531,0,0,0.220939636230469,0,0,0,0,0
92,1,0,0,0,0,0,0,0,0
93,1,0,0,0,0,0,0,0,0
94,0.999998092651367,0,0,0,0,0,0,0,0
95,0.999973297119141,0,0,0,0,0,0,0,0
96,0.999946594238281,0,0,0,0,0,0,0,0
97,0.983861923217773,0,0,0.0161380767822266,0,0,0,0,0
98,0.999136924743652,0,0,0,0,0,0,0,0
99,0.941699981689453,0,0,0.0524873733520508,0,0,0,0,0
100,0.435494422912598,0,0,0.564213752746582,0,0,0,0,0
101,0.523406028747559,0,0,0.476202964782715,0,0,0,0,0
102,0.64444637298584,0,0,0.355546951293945,0,0,0,0,0
103,0.967401504516602,0,0,0.0209074020385742,0,0,0,0,0
104,1,0,0,0,0,0,0,0,0
105,0.996252059936523,0.00366497039794922,0,0,0,0,0,0,0
