id,tissue,red,yellow,green,blue,black,magenta,teal,white
1,0.938241958618164,0,0,0,0,0,0,0,0
2,0.995748519897461,0,0,0,0,0,0,0,0
3,0.999320983886719,0,0,0,0,0,0,0,0
4,0.996854782104492,0,0,0,0,0,0,0,0
5,0.999844551086426,0,0,0,0,0,0,0,0
6,0.630577087402344,0,0,0.280636787414551,0,0,0,0,0
7,0.999788284301758,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0
9,0.994017601013184,0,0,0,0,0,0,0,0
10,0.902738571166992,0,0,0,0,0,0,0,0
11,0.9998779296875,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0
13,0.98698616027832,0,0,0,0,0,0,0,0
14,0.99952220916748,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0
16,0.84715747833252,0,0,0.0830326080322266,0,0,0,0,0
17,0.999662399291992,0,0,0,0,0,0,0,0
18,0.998305320739746,0,0,0,0,0,0,0,0
19,0.99937915802002,0,0,0,0,0,0,0,0
20,1,0,0,0,0,0,0,0,0
21,0.996444702148438,0,0,0,0,0,0,0,0
22,0.989621162414551,0,0,0,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0
24,0.936180114746094,0,0,0,0,0,0,0,0
25,0.978789329528809,0,0,0,0,0,0,0,0
26,1,0,0,0,0,0,0,0,0
27,1,0,0,0,0,0,0,0,0
28,1,0,0,0,0,0,0,0,0
29,0.422431945800781,0,0,0.577568054199219,0,0,0,0,0
30,0.525653839111328,0,0,0.431212425231934,0,0,0,0,0
31,0.907193183898926,0,0,0,0,0,0,0,0
32,0.998002052307129,0,0,0,0,0,0,0,0
33,0.992157936096191,0,0,0,0,0,0,0,0
34,0.967961311340332,0,0,0,0,0,0,0,0
35,0.999973297119141,0,0,0,0,0,0,0,0
36,0.997204780578613,0,0,0,0,0,0,0,0
37,0.998607635498047,0,0,0,0,0,0,0,0
38,1,0,0,0,0,0,0,0,0
39,1,0,0,0,0,0,0,0,0
40,1,0,0,0,0,0,0,0,0
41,0.999370574951172,0,0,0.000277519226074219,0,0,0,0,0
42,0.295400619506836,0,0,0.704289436340332,0,0,0,0,0
43,0.912151336669922,0,0,0.0875864028930664,0,0,0,0,0
44,0.9954833984375,0,0,0,0,0,0,0,0
45,0.999354362487793,0,0,0,0,0,0,0,0
46,0.999340057373047,0,0,0,0,0,0,0,0
47,1,0,0,0,0,0,0,0,0
48,0.999999046325684,0,0,0,0,0,0,0,0
49,1,0,0,0,0,0,0,0,0
50,0.999973297119141,0,0,0,0,0,0,0,0
51,0.999629974365234,0,0,0,0,0,0,0,0
52,0.623122215270996,0,0,0.376517295837402,0,0,0,0,0
53,0.873871803283691,0,0,0.0540103912353516,0,0,0,0,0
54,0.285262107849121,0,0,0.70494556427002,0,0,0,0,0
55,0.0729875564575195,0,0,0.925891876220703,0,0,0,0,0
56,0.981149673461914,0,0,0,0,0,0,0,0
57,0.999973297119141,0,0,0,0,0,0,0,0
58,1,0,0,0,0,0,0,0,0
59,0.999944686889648,0,0,0,0,0,0,0,0
60,0.991863250732422,0,0,0,0,0,0,0,0
61,0.954710960388184,0,0,0.0100793838500977,0,0,0,0,0
62,0.71221923828125,0,0,0.28778076171875,0,0,0,0,0
63,0.214725494384766,0,0,0.768195152282715,0,0,0,0,0
64,0.628668785095215,0,0,0.334033012390137,0,0,0,0,0
65,0,0,0,1,0,0,0,0,0
66,0,0,0,1,0,0,0,0,0
67,0.0777788162231445,0,0,0.921661376953125,0,0,0,0,0
68,0.609466552734375,0,0,0.390216827392578,0,0,0,0,0
69,0.99974536895752,0,0,0,0,0,0,0,0
70,0.986001968383789,0,0,0,0,0,0,0,0
71,0.639869689941406,0,0,0.277715682983398,0,0,0,0,0
72,0.908412933349609,0,0,0,0,0,0,0,0
73,0.992989540100098,0,0,0,0,0,0,0,0
74,0.996832847595215,0,0,0.00297737121582031,0,0,0,0,0
75,0.985311508178711,0,0,0,0,0,0,0,0
76,0.741330146789551,0,0,0.205731391906738,0,0,0,0,0
77,0.0382871627807617,0,0,0.945033073425293,0,0,0,0,0
78,0,0,0,1,0,0,0,0,0
79,0,0,0,1,0,0,0,0,0
80,0.259435653686523,0,0,0.740564346313477,0,0,0,0,0
81,0.999936103820801,0,0,0,0,0,0,0,0
82,0.988408088684082,0,0,0,0,0,0,0,0
83,1,0,0,0,0,0,0,0,0
84,0.999015808105469,0,0,0,0,0,0,0,0
85,0.999974250793457,0,0,0,0,0,0,0,0
86,0.986331939697266,0,0,0,0,0,0,0,0
87,0.963654518127441,0,0,0,0,0,0,0,0
88,0.963170051574707,0,0,0.036829948425293,0,0,0,0,0
89,0.468783378601074,0,0,0.531216621398926,0,0,0,0,0
90,0.403853416442871,0,0,0.596117973327637,0,0,0,0,0
91,0.936794281005859,0,0,0.0545778274536133,0,0,0,0,0
92,0.881655693054199,0,0,0.0824251174926758,0,0,0,0,0
93,0.99943733215332,0,0,0,0,0,0,0,0
94,0.999868392944336,0,0,0,0,0,0,0,0
95,0.999887466430664,0,0,0,0,0,0,0,0
96,0.999997138977051,0,0,0,0,0,0,0,0
97,0.99998950958252,0,0,0,0,0,0,0,0
