id,tissue,red,yellow,green,blue,black,magenta,teal,white
1,0.992496490478516,0,0,0,0,0,0,0,0
2,0.624897956848145,0.374244689941406,0,0,0,0,0,0,0
3,0.598725318908691,0.401274681091309,0,0,0,0,0,0,0
4,0.620643615722656,0.31931209564209,0,0,0,0,0,0,0
5,0.784616470336914,0.215383529663086,0,0,0,0,0,0,0
6,0.722298622131348,0.277701377868652,0,0,0,0,0,0,0
7,0.929111480712891,0.0108280181884766,0,0.0600605010986328,0,0,0,0,0
8,0.440108299255371,0.559891700744629,0,0,0,0,0,0,0
9,0.456001281738281,0.539422035217285,0,0,0,0,0,0,0
10,0.521614074707031,0.40967845916748,0,0,0,0,0,0,0
11,0.037689208984375,0,0,0.939789772033691,0,0,0,0,0
12,0.508615493774414,0,0,0.446413993835449,0,0,0,0,0
13,0.862607002258301,0,0,0.0824003219604492,0,0,0,0,0
14,0.367538452148438,0,0,0.632430076599121,0,0,0,0,0
15,0.974357604980469,0,0,0,0,0,0,0,0
16,0.868146896362305,0,0,0.128684997558594,0,0,0,0,0
17,0.203944206237793,0,0,0.752205848693848,0,0,0,0,0
18,0,0,0,1,0,0,0,0,0
19,0.437155723571777,0,0,0.562844276428223,0,0,0,0,0
20,0.75862979888916,0.24137020111084,0,0,0,0,0,0,0
21,0.531752586364746,0.419946670532227,0,0,0,0,0,0,0
22,0,0,0,1,0,0,0,0,0
23,0,0,0,1,0,0,0,0,0
24,0.307890892028809,0,0,0.692109107971191,0,0,0,0,0
25,0.987981796264648,0,0,0.0120182037353516,0,0,0,0,0
26,0.990324974060059,0.00967502593994141,0,0,0,0,0,0,0
27,0.445262908935547,0.418282508850098,0,0.136454582214355,0,0,0,0,0
28,0.0905704498291016,0.785841941833496,0,0.102130889892578,0,0,0,0,0
29,0.0759906768798828,0.851397514343262,0,0,0,0,0,0,0
30,0,0,0,1,0,0,0,0,0
31,0.00023651123046875,0,0,0.984559059143066,0,0,0,0,0
32,0.40183162689209,0,0,0.501194000244141,0,0,0,0,0
33,0.11629581451416,0,0,0.850192070007324,0,0,0,0,0
34,0,0,0,1,0,0,0,0,0
35,0,0,0,1,0,0,0,0,0
36,0,0,0,1,0,0,0,0,0
37,0.356198310852051,0,0,0.643801689147949,0,0,0,0,0
38,0.676152229309082,0.323847770690918,0,0,0,0,0,0,0
39,0.456701278686523,0.534073829650879,0,0,0,0,0,0,0
40,1,0,0,0,0,0,0,0,0
41,0,0,0,1,0,0,0,0,0
42,0.0838336944580078,0,0,0.912078857421875,0,0,0,0,0
43,0.47899055480957,0,0,0.50346851348877,0,0,0,0,0
44,0.580251693725586,0.275744438171387,0,0.120853424072266,0,0,0,0,0
45,0.15633487701416,0.84366512298584,0,0,0,0,0,0,0
46,0,1,0,0,0,0,0,0,0
47,0,1,0,0,0,0,0,0,0
48,0.170648574829102,0.826160430908203,0,0,0,0,0,0,0
49,0.135587692260742,0.00228118896484375,0,0.839947700500488,0,0,0,0,0
50,0,0,0,1,0,0,0,0,0
51,0,0,0,1,0,0,0,0,0
52,0,0,0,1,0,0,0,0,0
53,0,0,0,1,0,0,0,0,0
54,0,0,0,1,0,0,0,0,0
55,0,0,0,1,0,0,0,0,0
56,0.00116062164306641,0,0,0.998839378356934,0,0,0,0,0
57,0.042780876159668,0,0,0.890377044677734,0,0,0,0,0
58,0,0,0,1,0,0,0,0,0
59,0,0,0,1,0,0,0,0,0
60,0,0,0,1,0,0,0,0,0
61,0.0777034759521484,0,0,0.922296524047852,0,0,0,0,0
62,0.705284118652344,0.0970735549926758,0,0.186997413635254,0,0,0,0,0
63,0.421316146850586,0.578681945800781,0,0,0,0,0,0,0
64,0.814312934875488,0.137065887451172,0,0,0,0,0,0,0
65,0.999999046325684,0,0,0,0,0,0,0,0
66,0.999707221984863,0.000291824340820313,0,0,0,0,0,0,0
67,0.455942153930664,0.445158004760742,0,0,0,0,0,0,0
68,0.251166343688965,0.744661331176758,0,0,0,0,0,0,0
69,0.959747314453125,0.0402517318725586,0,0,0,0,0,0,0
70,0.627074241638184,0,0,0.372925758361816,0,0,0,0,0
71,0.178513526916504,0,0,0.787116050720215,0,0,0,0,0
72,0.758376121520996,0,0,0.241623878479004,0,0,0,0,0
73,1,0,0,0,0,0,0,0,0
74,1,0,0,0,0,0,0,0,0
75,0.891417503356934,0.108582496643066,0,0,0,0,0,0,0
76,0.520627975463867,0.479372024536133,0,0,0,0,0,0,0
77,0.258910179138184,0.741089820861816,0,0,0,0,0,0,0
78,0.688522338867188,0.311477661132813,0,0,0,0,0,0,0
79,0.409356117248535,0,0,0.5904541015625,0,0,0,0,0
80,0,0,0,1,0,0,0,0,0
81,0,0,0,1,0,0,0,0,0
82,0,0,0,1,0,0,0,0,0
83,0,0,0,1,0,0,0,0,0
84,0,0,0,1,0,0,0,0,0
85,0,0,0,1,0,0,0,0,0
86,0.0487756729125977,0,0,0.951224327087402,0,0,0,0,0
87,0.587275505065918,0.328837394714355,0,0.082554817199707,0,0,0,0,0
88,0.354254722595215,0,0,0.645745277404785,0,0,0,0,0
89,0,0,0,1,0,0,0,0,0
90,0,0,0,1,0,0,0,0,0
91,0,0,0,1,0,0,0,0,0
92,0,0,0,1,0,0,0,0,0
93,0.0181455612182617,0,0,0.981854438781738,0,0,0,0,0
94,0.42701244354248,0.397734642028809,0,0.175252914428711,0,0,0,0,0
95,0.721758842468262,0.278241157531738,0,0,0,0,0,0,0
96,0.974991798400879,0,0,0,0,0,0,0,0
97,0.959211349487305,0.00729084014892578,0,0,0,0,0,0,0
98,0.454601287841797,0.545398712158203,0,0,0,0,0,0,0
99,0.376826286315918,0.623173713684082,0,0,0,0,0,0,0
100,0.399081230163574,0.600918769836426,0,0,0,0,0,0,0
101,0.978762626647949,0.0195369720458984,0,0,0,0,0,0,0
102,0.726127624511719,0,0,0.240129470825195,0,0,0,0,0
103,0.671573638916016,0,0,0.256093978881836,0,0,0,0,0
104,1,0,0,0,0,0,0,0,0
105,1,0,0,0,0,0,0,0,0
106,1,0,0,0,0,0,0,0,0
107,0.811762809753418,0,0,0.188237190246582,0,0,0,0,0
108,0.543648719787598,0,0,0.456351280212402,0,0,0,0,0
109,0.923293113708496,0.0384588241577148,0,0.0378990173339844,0,0,0,0,0
110,0.883529663085938,0.116457939147949,0,0,0,0,0,0,0
111,0.47308349609375,0,0,0.52691650390625,0,0,0,0,0
112,0,0,0,1,0,0,0,0,0
113,0,0,0,1,0,0,0,0,0
114,0,0,0,1,0,0,0,0,0
115,0,0,0,1,0,0,0,0,0
116,0,0,0,1,0,0,0,0,0
117,0,0,0,1,0,0,0,0,0
118,0.300949096679688,0,0,0.699050903320313,0,0,0,0,0
119,0.0644359588623047,0,0,0.935564041137695,0,0,0,0,0
120,0,0,0,1,0,0,0,0,0
121,0,0,0,1,0,0,0,0,0
122,0.0427675247192383,0,0,0.957232475280762,0,0,0,0,0
123,0.186427116394043,0,0,0.813572883605957,0,0,0,0,0
124,0.290032386779785,0.0154924392700195,0,0.694356918334961,0,0,0,0,0
125,0.747867584228516,0.144535064697266,0,0.107254028320313,0,0,0,0,0
126,0.887263298034668,0.112724304199219,0,0,0,0,0,0,0
127,0.993581771850586,0.000550270080566406,0,0,0,0,0,0,0
128,0.936945915222168,0,0,0,0,0,0,0,0
129,0.995110511779785,0,0,0,0,0,0,0,0
130,0.771914482116699,0,0,0.171496391296387,0,0,0,0,0
131,0.819207191467285,0,0,0.169554710388184,0,0,0,0,0
132,0.98819637298584,0,0,0,0,0,0,0,0
133,0.914436340332031,0,0,0,0,0,0,0,0
134,0.411393165588379,0,0,0.58842945098877,0,0,0,0,0
135,0,0,0,1,0,0,0,0,0
136,0.286067008972168,0,0,0.713932991027832,0,0,0,0,0
137,0.447170257568359,0,0,0.552829742431641,0,0,0,0,0
138,0.111698150634766,0,0,0.888301849365234,0,0,0,0,0
139,0,0,0,1,0,0,0,0,0
140,0,0,0,1,0,0,0,0,0
141,0,0,0,1,0,0,0,0,0
142,0,0,0,1,0,0,0,0,0
143,0,0,0,1,0,0,0,0,0
144,0,0,0,1,0,0,0,0,0
145,0.435653686523438,0,0,0.564346313476563,0,0,0,0,0
146,0.13404369354248,0,0,0.810720443725586,0,0,0,0,0
147,0,0,0,1,0,0,0,0,0
148,0,0,0,1,0,0,0,0,0
149,0.487428665161133,0,0,0.492189407348633,0,0,0,0,0
150,0.912522315979004,0,0,0.086735725402832,0,0,0,0,0
151,0.806378364562988,0,0,0.193621635437012,0,0,0,0,0
152,0.393601417541504,0.405509948730469,0,0.165284156799316,0,0,0,0,0
153,0.305784225463867,0.591830253601074,0,0.0106573104858398,0,0,0,0,0
154,0.483784675598145,0.475534439086914,0,0,0,0,0,0,0
155,0.950163841247559,0,0,0,0,0,0,0,0
156,0.0422697067260742,0,0,0.933872222900391,0,0,0,0,0
157,0,0,0,1,0,0,0,0,0
158,0.00182723999023438,0,0,0.996183395385742,0,0,0,0,0
159,0,0,0,1,0,0,0,0,0
160,0,0,0,1,0,0,0,0,0
161,0,0,0,1,0,0,0,0,0
162,0,0,0,1,0,0,0,0,0
163,0,0,0,1,0,0,0,0,0
164,0,0,0,1,0,0,0,0,0
165,0.056178092956543,0,0,0.943821907043457,0,0,0,0,0
166,0.17193603515625,0,0,0.82806396484375,0,0,0,0,0
167,0,0,0,1,0,0,0,0,0
168,0,0,0,1,0,0,0,0,0
169,0,0,0,1,0,0,0,0,0
170,0.281184196472168,0,0,0.718815803527832,0,0,0,0,0
171,0.0413055419921875,0,0,0.927154541015625,0,0,0,0,0
172,0.277889251708984,0,0,0.722110748291016,0,0,0,0,0
173,0.0967702865600586,0,0,0.903229713439941,0,0,0,0,0
174,0,0,0,1,0,0,0,0,0
175,5.7220458984375e-06,0,0,0.999994277954102,0,0,0,0,0
176,0.102564811706543,0,0,0.865629196166992,0,0,0,0,0
177,0.425930023193359,0,0,0.50334358215332,0,0,0,0,0
178,0.994936943054199,0,0,0,0,0,0,0,0
179,0,0,0,1,0,0,0,0,0
180,0,0,0,1,0,0,0,0,0
181,0,0,0,1,0,0,0,0,0
182,0.078704833984375,0,0,0.837366104125977,0,0,0,0,0
183,0,0,0,1,0,0,0,0,0
184,0,0,0,1,0,0,0,0,0
185,0,0,0,1,0,0,0,0,0
