id,tissue,red,yellow,green,blue,black,magenta,teal,white
1,0.796945571899414,0,0,0.141724586486816,0,0,0,0,0
2,0.774142265319824,0,0,0.225857734680176,0,0,0,0,0
3,0.942584037780762,0,0,0.0573997497558594,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0
5,0.933587074279785,0,0,0,0,0,0,0,0
6,0.950804710388184,0.0456304550170898,0,0,0,0,0,0,0
7,0.533163070678711,0.466836929321289,0,0,0,0,0,0,0
8,0.454924583435059,0.483591079711914,0,0,0,0,0,0,0
9,0.51521110534668,0.412014007568359,0,0,0,0,0,0,0
10,0.287277221679688,0.712722778320313,0,0,0,0,0,0,0
11,0.644227981567383,0.336647033691406,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0
14,1,0,0,0,0,0,0,0,0
15,0.960883140563965,0,0,0,0,0,0,0,0
16,0.955609321594238,0,0,0,0,0,0,0,0
17,0.995373725891113,0,0,0.00462627410888672,0,0,0,0,0
18,1,0,0,0,0,0,0,0,0
19,1,0,0,0,0,0,0,0,0
20,1,0,0,0,0,0,0,0,0
21,1,0,0,0,0,0,0,0,0
22,1,0,0,0,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0
24,1,0,0,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,0
26,1,0,0,0,0,0,0,0,0
27,1,0,0,0,0,0,0,0,0
28,1,0,0,0,0,0,0,0,0
29,1,0,0,0,0,0,0,0,0
30,1,0,0,0,0,0,0,0,0
31,1,0,0,0,0,0,0,0,0
32,0.823347091674805,0.176652908325195,0,0,0,0,0,0,0
33,0.826712608337402,0.173287391662598,0,0,0,0,0,0,0
34,1,0,0,0,0,0,0,0,0
35,1,0,0,0,0,0,0,0,0
36,1,0,0,0,0,0,0,0,0
37,1,0,0,0,0,0,0,0,0
38,0.965067863464355,0,0,0,0,0,0,0,0
39,1,0,0,0,0,0,0,0,0
40,0.877964019775391,0,0,0.117480278015137,0,0,0,0,0
41,0.924229621887207,0,0,0.075770378112793,0,0,0,0,0
42,0.82033634185791,0,0,0.17966365814209,0,0,0,0,0
43,0.825477600097656,0,0,0.174522399902344,0,0,0,0,0
44,1,0,0,0,0,0,0,0,0
45,0.919793128967285,0,0,0.0802068710327148,0,0,0,0,0
46,1,0,0,0,0,0,0,0,0
47,1,0,0,0,0,0,0,0,0
48,1,0,0,0,0,0,0,0,0
49,1,0,0,0,0,0,0,0,0
50,1,0,0,0,0,0,0,0,0
51,1,0,0,0,0,0,0,0,0
52,1,0,0,0,0,0,0,0,0
53,1,0,0,0,0,0,0,0,0
54,1,0,0,0,0,0,0,0,0
55,0.692041397094727,0.307958602905273,0,0,0,0,0,0,0
56,0.670947074890137,0.329052925109863,0,0,0,0,0,0,0
57,0.92559814453125,0.07440185546875,0,0,0,0,0,0,0
58,1,0,0,0,0,0,0,0,0
59,1,0,0,0,0,0,0,0,0
60,1,0,0,0,0,0,0,0,0
61,1,0,0,0,0,0,0,0,0
62,0.99990177154541,9.82284545898438e-05,0,0,0,0,0,0,0
63,0.667975425720215,0.236465454101563,0,0,0,0,0,0,0
64,1,0,0,0,0,0,0,0,0
65,0.714543342590332,0,0,0.228543281555176,0,0,0,0,0
66,0.112351417541504,0,0,0.887648582458496,0,0,0,0,0
67,0.739691734313965,0,0,0.260308265686035,0,0,0,0,0
68,0.99066162109375,0,0,0.00933837890625,0,0,0,0,0
69,1,0,0,0,0,0,0,0,0
70,1,0,0,0,0,0,0,0,0
71,0.865996360778809,0,0,0.134003639221191,0,0,0,0,0
72,0.644502639770508,0,0,0.355497360229492,0,0,0,0,0
73,1,0,0,0,0,0,0,0,0
74,1,0,0,0,0,0,0,0,0
75,1,0,0,0,0,0,0,0,0
76,1,0,0,0,0,0,0,0,0
77,1,0,0,0,0,0,0,0,0
78,1,0,0,0,0,0,0,0,0
79,1,0,0,0,0,0,0,0,0
80,1,0,0,0,0,0,0,0,0
81,0.968636512756348,0.0313634872436523,0,0,0,0,0,0,0
82,0.40574836730957,0.59359073638916,0,0,0,0,0,0,0
83,0.534417152404785,0.460548400878906,0,0,0,0,0,0,0
84,1,0,0,0,0,0,0,0,0
85,1,0,0,0,0,0,0,0,0
86,1,0,0,0,0,0,0,0,0
87,1,0,0,0,0,0,0,0,0
88,0.991503715515137,0.00849628448486328,0,0,0,0,0,0,0
89,0.374170303344727,0.625829696655273,0,0,0,0,0,0,0
90,0.108078956604004,0.86689281463623,0,0,0,0,0,0,0
91,0.999997138977051,0,0,0,0,0,0,0,0
92,0.888978958129883,0,0,0.111021041870117,0,0,0,0,0
93,0.0255403518676758,0,0,0.974459648132324,0,0,0,0,0
94,0.770824432373047,0,0,0.229175567626953,0,0,0,0,0
95,1,0,0,0,0,0,0,0,0
96,1,0,0,0,0,0,0,0,0
97,1,0,0,0,0,0,0,0,0
98,1,0,0,0,0,0,0,0,0
99,1,0,0,0,0,0,0,0,0
100,1,0,0,0,0,0,0,0,0
101,1,0,0,0,0,0,0,0,0
102,1,0,0,0,0,0,0,0,0
103,1,0,0,0,0,0,0,0,0
104,1,0,0,0,0,0,0,0,0
105,1,0,0,0,0,0,0,0,0
106,1,0,0,0,0,0,0,0,0
107,1,0,0,0,0,0,0,0,0
108,1,0,0,0,0,0,0,0,0
109,0.999323844909668,0,0,0,0,0,0,0,0
110,0.977595329284668,0.0185337066650391,0,0,0,0,0,0,0
111,1,0,0,0,0,0,0,0,0
112,1,0,0,0,0,0,0,0,0
113,1,0,0,0,0,0,0,0,0
114,1,0,0,0,0,0,0,0,0
115,1,0,0,0,0,0,0,0,0
116,1,0,0,0,0,0,0,0,0
117,0.880597114562988,0.119402885437012,0,0,0,0,0,0,0
118,0.901582717895508,0,0,0,0,0,0,0,0
119,0.284971237182617,0,0,0.715028762817383,0,0,0,0,0
120,0,0,0,1,0,0,0,0,0
121,0.608904838562012,0,0,0.391095161437988,0,0,0,0,0
122,0.98003101348877,0,0,0.0199689865112305,0,0,0,0,0
123,0.962839126586914,0,0,0.0371284484863281,0,0,0,0,0
124,1,0,0,0,0,0,0,0,0
125,1,0,0,0,0,0,0,0,0
126,1,0,0,0,0,0,0,0,0
127,1,0,0,0,0,0,0,0,0
128,1,0,0,0,0,0,0,0,0
129,1,0,0,0,0,0,0,0,0
130,1,0,0,0,0,0,0,0,0
131,1,0,0,0,0,0,0,0,0
132,1,0,0,0,0,0,0,0,0
133,1,0,0,0,0,0,0,0,0
134,1,0,0,0,0,0,0,0,0
135,1,0,0,0,0,0,0,0,0
136,1,0,0,0,0,0,0,0,0
137,1,0,0,0,0,0,0,0,0
138,0.999699592590332,0,0,0,0,0,0,0,0
139,1,0,0,0,0,0,0,0,0
140,1,0,0,0,0,0,0,0,0
141,1,0,0,0,0,0,0,0,0
142,1,0,0,0,0,0,0,0,0
143,1,0,0,0,0,0,0,0,0
144,1,0,0,0,0,0,0,0,0
145,1,0,0,0,0,0,0,0,0
146,0.916672706604004,0,0,0,0,0,0,0,0
147,0,0,0,1,0,0,0,0,0
148,0,0,0,1,0,0,0,0,0
149,0,0,0,1,0,0,0,0,0
150,0,0,0,1,0,0,0,0,0
151,0,0,0,1,0,0,0,0,0
152,0.30063533782959,0,0,0.699337959289551,0,0,0,0,0
153,0.776210784912109,0,0,0.223762512207031,0,0,0,0,0
154,0.145603179931641,0,0,0.854396820068359,0,0,0,0,0
155,0.915804862976074,0,0,0.0841693878173828,0,0,0,0,0
156,1,0,0,0,0,0,0,0,0
157,0.999955177307129,0,0,0,0,0,0,0,0
158,1,0,0,0,0,0,0,0,0
159,1,0,0,0,0,0,0,0,0
160,0.999998092651367,0,0,0,0,0,0,0,0
161,1,0,0,0,0,0,0,0,0
162,1,0,0,0,0,0,0,0,0
163,1,0,0,0,0,0,0,0,0
164,1,0,0,0,0,0,0,0,0
165,1,0,0,0,0,0,0,0,0
166,1,0,0,0,0,0,0,0,0
167,0.567245483398438,0.432754516601563,0,0,0,0,0,0,0
168,0.428851127624512,0.571148872375488,0,0,0,0,0,0,0
169,0.75059986114502,0.249362945556641,0,0,0,0,0,0,0
170,0.992444038391113,0.00752067565917969,0,0,0,0,0,0,0
171,1,0,0,0,0,0,0,0,0
172,1,0,0,0,0,0,0,0,0
173,1,0,0,0,0,0,0,0,0
174,1,0,0,0,0,0,0,0,0
175,1,0,0,0,0,0,0,0,0
176,1,0,0,0,0,0,0,0,0
177,1,0,0,0,0,0,0,0,0
178,0.99051570892334,0,0,0,0,0,0,0,0
179,0,0,0,1,0,0,0,0,0
180,0,0,0,1,0,0,0,0,0
181,0,0,0,1,0,0,0,0,0
182,0,0,0,1,0,0,0,0,0
183,0,0,0,1,0,0,0,0,0
184,0.0735092163085938,0,0,0.926490783691406,0,0,0,0,0
